trade_id,symbol,side,quantity,entry_price,exit_price,entry_time,exit_time,pnl,pnl_percent,net_pnl,commission,swap,stop_loss,take_profit,result,exit_reason,strategy_name,magic_number,duration_minutes,r_multiple,notes,month
d827bac4-a10d-4ef5-a159-6d2e0c83439d,EURUSD,short,1.2000000000000002,1.1296499999999998,1.1305100000000001,2022-01-03T14:51:00,2022-01-03 19:02:00,-103.20000000003661,0.0,-106.20000000003661,3.0,0.0,1.13046,1.1274199999999996,loss,sl,ORB,0,251.0,-106172.83950618435,,2022-01
33af26d5-0512-4820-aa4a-a211e1208d44,EURUSD,long,1.0,1.12789,1.1305499999999993,2022-01-04T08:19:00,2022-01-04 10:23:00,265.99999999992184,0.0,262.99999999992184,3.0,0.0,1.1269200000000001,1.1305999999999994,win,tp,ORB,0,124.0,274226.80412365467,,2022-01
d281e143-4e7c-496c-be02-42bde6c69c02,EURUSD,short,0.5,1.13044,1.13255,2022-01-05T08:15:00,2022-01-05 08:49:00,-105.50000000000281,0.0,-108.50000000000281,3.0,0.0,1.1324999999999998,1.1244600000000005,loss,sl,ORB,0,34.0,-102427.1844660246,,2022-01
92379c56-2951-4e52-a8e4-f0d6a144090d,EURUSD,short,1.2000000000000002,1.1294799999999998,1.13038,2022-01-06T14:46:00,2022-01-07 01:11:00,-108.00000000001477,0.0,-111.00000000001477,3.0,0.0,1.1303299999999998,1.1271300000000002,loss,sl,ORB,0,625.0,-105882.35294118876,,2022-01
78ab8359-22ce-4cd0-a085-7061b9269f04,EURUSD,long,1.1,1.13698,1.1394899999999997,2022-01-12T08:12:00,2022-01-12 08:39:00,276.0999999999525,0.0,273.0999999999525,3.0,0.0,1.13606,1.1395399999999998,win,tp,ORB,0,27.0,272826.0869564653,,2022-01
6cfae3c7-ba09-44b2-8875-da2e5f44616c,EURUSD,long,1.2000000000000002,1.14525,1.14435,2022-01-12T14:55:00,2022-01-12 16:38:00,-108.00000000001477,0.0,-111.00000000001477,3.0,0.0,1.1444,1.1475999999999997,loss,sl,ORB,0,103.0,-105882.35294118876,,2022-01
7ff7302d-676b-46c1-a828-ded98e58a000,EURUSD,long,1.1,1.1344400000000001,1.13343,2022-01-20T08:26:00,2022-01-20 09:49:00,-111.10000000001952,0.0,-114.10000000001952,3.0,0.0,1.13348,1.13712,loss,sl,ORB,0,83.0,-105208.33333334392,,2022-01
172be6b2-27ee-47a4-be7a-e554c3b0aa4d,EURUSD,long,1.2000000000000002,1.1310600000000002,1.13019,2022-02-02T14:53:00,2022-02-02 16:10:00,-104.40000000001781,0.0,-107.40000000001781,3.0,0.0,1.1302400000000001,1.1333199999999999,loss,sl,ORB,0,77.0,-106097.56097562228,,2022-02
b3a101fe-779f-46d4-8a5a-16f5d458a04c,EURUSD,short,1.0,1.1431,1.14413,2022-02-03T14:55:00,2022-02-03 17:53:00,-103.00000000000864,0.0,-106.00000000000864,3.0,0.0,1.14408,1.1403600000000005,loss,sl,ORB,0,178.0,-105102.0408163374,,2022-02
1f4941ec-51f2-42a3-8333-efb5403afffc,EURUSD,short,1.1,1.1412,1.14218,2022-02-08T14:51:00,2022-02-08 19:05:00,-107.79999999999791,0.0,-110.79999999999791,3.0,0.0,1.1421299999999999,1.1386100000000008,loss,sl,ORB,0,254.0,-105376.34408603357,,2022-02
23c69275-df39-436c-b244-b08933c60ab7,EURUSD,short,1.1,1.1433399999999998,1.1409499999999997,2022-02-10T08:23:00,2022-02-10 08:30:00,262.9000000000126,0.0,259.9000000000126,3.0,0.0,1.14422,1.1408999999999996,win,tp,ORB,0,7.0,271590.9090908561,,2022-02
46b83cc8-70b6-47c5-822a-381e4a994f44,EURUSD,short,1.1,1.13444,1.13542,2022-02-22T08:12:00,2022-02-22 11:50:00,-107.80000000002234,0.0,-110.80000000002234,3.0,0.0,1.13537,1.13185,loss,sl,ORB,0,218.0,-105376.3440860323,,2022-02
7e17c5a6-3ba7-4d72-aec6-90e87075e758,EURUSD,short,1.1,1.12553,1.12647,2022-02-25T14:45:00,2022-02-25 14:57:00,-103.40000000001793,0.0,-106.40000000001793,3.0,0.0,1.12642,1.1230600000000002,loss,sl,ORB,0,12.0,-105617.97752810139,,2022-02
082223fe-d4bc-4aee-98e5-9264f2ea07b5,EURUSD,short,0.9,1.10971,1.11087,2022-03-02T08:24:00,2022-03-02 08:56:00,-104.4000000000045,0.0,-107.4000000000045,3.0,0.0,1.11082,1.1065800000000006,loss,sl,ORB,0,32.0,-104504.50450451423,,2022-03
a6d4e1dc-a833-462f-afd8-ddb876c3b936,EURUSD,short,1.0,1.1057,1.10668,2022-03-03T14:45:00,2022-03-03 16:48:00,-98.0000000000203,0.0,-101.0000000000203,3.0,0.0,1.10663,1.10311,loss,sl,ORB,0,123.0,-105376.34408603229,,2022-03
0ea34a5b-36e9-4c21-96ba-d60d2db642e9,EURUSD,short,0.8,1.10754,1.1087500000000001,2022-03-10T08:22:00,2022-03-10 08:30:00,-96.80000000001245,0.0,-99.80000000001245,3.0,0.0,1.1087,1.1042600000000002,loss,sl,ORB,0,8.0,-104310.34482759514,,2022-03
ca484d99-fc64-45e1-a6c7-5bd8724e5200,EURUSD,long,1.0,1.10284,1.1018299999999999,2022-03-16T14:41:00,2022-03-16 17:18:00,-101.00000000001774,0.0,-104.00000000001774,3.0,0.0,1.10188,1.1055199999999998,loss,sl,ORB,0,157.0,-105208.33333334392,,2022-03
a801663d-8881-4d6e-ba77-f75db201d86b,EURUSD,long,0.9,1.10586,1.1086999999999998,2022-03-17T08:25:00,2022-03-17 09:35:00,255.59999999997586,0.0,252.59999999997586,3.0,0.0,1.10483,1.10875,win,tp,ORB,0,70.0,275728.15533975663,,2022-03
61f92c41-2957-4713-91ac-11e979521a83,EURUSD,short,0.9,1.0980699999999999,1.09915,2022-03-23T08:23:00,2022-03-23 10:12:00,-97.20000000001727,0.0,-100.20000000001727,3.0,0.0,1.0991,1.09518,loss,sl,ORB,0,109.0,-104854.36893204866,,2022-03
552289b5-c4e9-47d3-8bf2-8c0c3032be05,EURUSD,short,1.0,1.09998,1.10102,2022-03-25T08:27:00,2022-03-25 08:31:00,-104.00000000001519,0.0,-107.00000000001519,3.0,0.0,1.10097,1.0972100000000002,loss,sl,ORB,0,4.0,-105050.50505051546,,2022-03
f6565294-7e91-4bf1-a8b0-3a1b5dad3497,EURUSD,long,0.9,1.09684,1.09578,2022-03-28T08:13:00,2022-03-28 08:37:00,-95.40000000000548,0.0,-98.40000000000548,3.0,0.0,1.09583,1.0996699999999995,loss,sl,ORB,0,24.0,-104950.49504951561,,2022-03
f2aa8e2c-6c0e-467f-a8e0-307a28b9ab90,EURUSD,long,1.0,1.1087,1.1112699999999993,2022-03-29T14:50:00,2022-03-29 22:48:00,256.9999999999295,0.0,253.9999999999295,3.0,0.0,1.10776,1.1113199999999994,win,tp,ORB,0,478.0,273404.25531909114,,2022-03
0cc70f2d-efba-4b82-af60-4644ec3b8d01,EURUSD,short,0.6000000000000001,1.11286,1.11444,2022-03-30T08:12:00,2022-03-30 09:28:00,-94.80000000000824,0.0,-97.80000000000824,3.0,0.0,1.11439,1.1084700000000003,loss,sl,ORB,0,76.0,-103267.97385621599,,2022-03
b0a5c42e-7160-475e-b830-0e05e446d586,EURUSD,short,1.0,1.07995,1.08091,2022-04-18T08:19:00,2022-04-18 08:32:00,-96.00000000000719,0.0,-99.00000000000719,3.0,0.0,1.08086,1.0774200000000005,loss,sl,ORB,0,13.0,-105494.50549451729,,2022-04
2e7af104-dfd7-4057-aebf-abd21d41db72,EURUSD,long,0.9,1.07938,1.0782399999999999,2022-04-19T08:23:00,2022-04-19 11:02:00,-102.60000000001268,0.0,-105.60000000001268,3.0,0.0,1.07829,1.0824499999999997,loss,sl,ORB,0,159.0,-104587.15596331227,,2022-04
ed1b62c5-0247-48f7-8003-887343fd36dd,EURUSD,short,1.0,1.08422,1.08517,2022-04-20T14:46:00,2022-04-20 15:49:00,-95.00000000000064,0.0,-98.00000000000064,3.0,0.0,1.0851199999999999,1.0817200000000007,loss,sl,ORB,0,63.0,-105555.55555556789,,2022-04
5a88273e-8c6c-4011-b661-b3e470011371,EURUSD,long,0.9,1.0793300000000001,1.07828,2022-04-22T14:52:00,2022-04-24 22:11:00,-94.50000000001957,0.0,-97.50000000001957,3.0,0.0,1.07833,1.08213,loss,sl,ORB,0,3319.0,-105000.00000001,,2022-04
af28a1d2-2505-484f-807b-3c38bfc73029,EURUSD,short,1.1,1.0494299999999999,1.05033,2022-05-02T14:46:00,2022-05-02 15:19:00,-99.00000000001353,0.0,-102.00000000001353,3.0,0.0,1.0502799999999999,1.0470800000000002,loss,sl,ORB,0,33.0,-105882.35294118876,,2022-05
0a3375c3-6d21-403f-8e70-91d407ce9cf6,EURUSD,long,1.1,1.05631,1.05542,2022-05-09T14:55:00,2022-05-09 17:00:00,-97.90000000000633,0.0,-100.90000000000633,3.0,0.0,1.0554700000000001,1.0586299999999995,loss,sl,ORB,0,125.0,-105952.38095239387,,2022-05
b2d383f3-247a-47d5-b78b-c6ce4521a6df,EURUSD,long,0.7000000000000001,1.05515,1.05383,2022-05-11T08:19:00,2022-05-11 08:30:00,-92.39999999999915,0.0,-95.39999999999915,3.0,0.0,1.0538800000000001,1.0587599999999993,loss,sl,ORB,0,11.0,-103937.0078740244,,2022-05
6573f946-e4b5-49a6-a39d-30b6bbb42f3e,EURUSD,long,0.9,1.04379,1.0427899999999999,2022-05-16T14:52:00,2022-05-16 18:18:00,-90.00000000001008,0.0,-93.00000000001008,3.0,0.0,1.04284,1.0464399999999996,loss,sl,ORB,0,206.0,-105263.15789474791,,2022-05
a8ea96e2-11cc-4630-a50d-5d206a51e5b6,EURUSD,short,0.7000000000000001,1.05314,1.05439,2022-05-17T08:24:00,2022-05-17 08:44:00,-87.49999999999814,0.0,-90.49999999999814,3.0,0.0,1.0543399999999998,1.0497400000000008,loss,sl,ORB,0,20.0,-104166.66666667591,,2022-05
faea8baa-123f-40a6-b047-27afa8ce64fc,EURUSD,short,1.0,1.0479299999999998,1.0488600000000001,2022-05-18T14:44:00,2022-05-18 20:44:00,-93.00000000003195,0.0,-96.00000000003195,3.0,0.0,1.04881,1.0454899999999996,loss,sl,ORB,0,360.0,-105681.81818182878,,2022-05
ed55b86f-a14b-4462-a3a9-fe9145d35fa1,EURUSD,long,0.9,1.0602200000000002,1.0592599999999999,2022-05-19T14:49:00,2022-05-19 15:14:00,-86.40000000002645,0.0,-89.40000000002645,3.0,0.0,1.05931,1.0627500000000003,loss,sl,ORB,0,25.0,-105494.50549451594,,2022-05
5e9c83b7-de37-4e10-9095-404606be780c,EURUSD,long,0.8,1.0544200000000001,1.0574399999999997,2022-05-20T14:46:00,2022-05-22 18:19:00,241.59999999996631,0.0,238.59999999996631,3.0,0.0,1.05333,1.0574899999999998,win,tp,ORB,0,3093.0,277064.2201834386,,2022-05
da2ea52f-c307-4628-a25f-06e10a1a8958,EURUSD,long,0.8,1.0656500000000002,1.06447,2022-05-23T08:22:00,2022-05-23 09:39:00,-94.40000000001447,0.0,-97.40000000001447,3.0,0.0,1.0645200000000001,1.06884,loss,sl,ORB,0,77.0,-104424.77876107098,,2022-05
3106fb7e-6f1d-4d02-a3d5-f364629d9de4,EURUSD,short,0.9,1.0719599999999998,1.07293,2022-05-26T14:46:00,2022-05-26 16:21:00,-87.30000000001237,0.0,-90.30000000001237,3.0,0.0,1.0728799999999998,1.0694000000000001,loss,sl,ORB,0,95.0,-105434.78260870694,,2022-05
6143e31e-c733-4bde-9c36-519d59bfdeb4,EURUSD,long,0.9,1.06691,1.0659,2022-06-07T08:27:00,2022-06-07 08:53:00,-90.89999999999598,0.0,-93.89999999999598,3.0,0.0,1.0659500000000002,1.0695899999999992,loss,sl,ORB,0,26.0,-105208.33333334514,,2022-06
12e28c20-a9ef-4380-871b-6f6f5d634a62,EURUSD,long,0.8,1.05841,1.05738,2022-06-10T08:28:00,2022-06-10 08:30:00,-82.40000000000691,0.0,-85.40000000000691,3.0,0.0,1.05743,1.0611499999999996,loss,sl,ORB,0,2.0,-105102.04081633738,,2022-06
1997d6f2-75e4-4103-a6ec-602bbb9ee141,EURUSD,long,1.0,1.05227,1.05136,2022-06-10T14:58:00,2022-06-10 16:59:00,-90.99999999999665,0.0,-93.99999999999665,3.0,0.0,1.0514100000000002,1.0546499999999992,loss,sl,ORB,0,121.0,-105813.9534883853,,2022-06
8ff653a1-de75-4fb4-a7b8-bac35c01141d,EURUSD,short,0.9,1.0433199999999998,1.0408100000000002,2022-06-15T08:21:00,2022-06-15 08:55:00,225.89999999996112,0.0,222.89999999996112,3.0,0.0,1.0442399999999998,1.0407600000000001,win,tp,ORB,0,34.0,272826.0869564653,,2022-06
8e998228-599c-4fec-a70f-19713e9984d7,EURUSD,short,0.9,1.0547099999999998,1.05571,2022-06-24T14:58:00,2022-06-24 15:59:00,-90.00000000001008,0.0,-93.00000000001008,3.0,0.0,1.0556599999999998,1.0520600000000002,loss,sl,ORB,0,61.0,-105263.15789474791,,2022-06
ed993ee0-ede8-4096-8931-4ce20bff1c9c,EURUSD,short,1.0,1.05846,1.05934,2022-06-27T14:44:00,2022-06-28 02:29:00,-87.99999999999919,0.0,-90.99999999999919,3.0,0.0,1.0592899999999998,1.0561700000000007,loss,sl,ORB,0,705.0,-106024.0963855557,,2022-06
0f89edae-1fba-4d1c-848a-460a43346c94,EURUSD,long,0.8,1.0457500000000002,1.04468,2022-07-04T08:24:00,2022-07-04 08:42:00,-85.60000000001013,0.0,-88.60000000001013,3.0,0.0,1.0447300000000002,1.0486099999999998,loss,sl,ORB,0,18.0,-104901.96078432398,,2022-07
ef934b8d-b27c-41c3-845e-659e6e379e68,EURUSD,short,0.9,1.01589,1.01679,2022-07-07T14:51:00,2022-07-07 19:37:00,-81.00000000001107,0.0,-84.00000000001107,3.0,0.0,1.01674,1.0135400000000003,loss,sl,ORB,0,286.0,-105882.35294118877,,2022-07
53eead74-7f6b-4a3d-b157-ce351ddf2713,EURUSD,short,0.8,1.00697,1.0043700000000004,2022-07-13T14:53:00,2022-07-13 19:35:00,207.99999999995936,0.0,204.99999999995936,3.0,0.0,1.00792,1.0043200000000003,win,tp,ORB,0,282.0,273684.2105262605,,2022-07
0cd8048b-e5b1-4e9a-9e50-29c23a45264a,EURUSD,short,0.7000000000000001,1.01192,1.01321,2022-07-18T08:26:00,2022-07-18 08:44:00,-90.30000000000095,0.0,-93.30000000000095,3.0,0.0,1.0131599999999998,1.0084000000000006,loss,sl,ORB,0,18.0,-104032.25806452494,,2022-07
3da7c376-f20f-44dd-8bb0-b9323fa40342,EURUSD,short,0.7000000000000001,1.0247199999999999,1.02586,2022-07-19T08:11:00,2022-07-19 10:13:00,-79.80000000000987,0.0,-82.80000000000987,3.0,0.0,1.0258099999999999,1.0216500000000002,loss,sl,ORB,0,122.0,-104587.15596331228,,2022-07
97549aef-159e-4d7e-b1fc-25f034bda37f,EURUSD,short,0.8,1.0192299999999999,1.02027,2022-07-21T14:55:00,2022-07-21 15:46:00,-83.20000000001215,0.0,-86.20000000001215,3.0,0.0,1.02022,1.0164600000000001,loss,sl,ORB,0,51.0,-105050.50505051546,,2022-07
429bffaa-a999-4a43-a8be-343d66b59a11,EURUSD,long,0.6000000000000001,1.0199900000000002,1.01871,2022-07-27T14:59:00,2022-07-27 15:03:00,-76.80000000001021,0.0,-79.80000000001021,3.0,0.0,1.01876,1.02348,loss,sl,ORB,0,4.0,-104065.04065041489,,2022-07
fdffe563-463d-4e60-b0bb-360b89164eb1,EURUSD,long,0.8,1.0236100000000001,1.02648,2022-08-01T08:18:00,2022-08-01 10:14:00,229.59999999999428,0.0,226.59999999999428,3.0,0.0,1.02257,1.0265300000000002,win,tp,ORB,0,116.0,275961.53846149123,,2022-08
a049f3f2-f52e-46fd-9780-2d1064390935,EURUSD,long,0.7000000000000001,1.0256100000000001,1.0285999999999995,2022-08-01T14:57:00,2022-08-01 20:39:00,209.29999999995678,0.0,206.29999999995678,3.0,0.0,1.0245300000000002,1.0286499999999996,win,tp,ORB,0,342.0,276851.8518518024,,2022-08
5882df74-b4f0-4a33-ad04-2e324bd82d8b,EURUSD,long,0.7000000000000001,1.01957,1.0184,2022-08-03T08:20:00,2022-08-03 08:36:00,-81.90000000000809,0.0,-84.90000000000809,3.0,0.0,1.01845,1.0227299999999997,loss,sl,ORB,0,16.0,-104464.2857142951,,2022-08
a67ab08c-c95b-4da6-8cca-c791d7e0e995,EURUSD,long,0.8,1.0341500000000001,1.0331299999999999,2022-08-11T08:26:00,2022-08-11 08:35:00,-81.60000000001945,0.0,-84.60000000001945,3.0,0.0,1.03318,1.0368600000000001,loss,sl,ORB,0,9.0,-105154.6391752679,,2022-08
90d07057-ed7a-401b-a7c5-cfa83266e70e,EURUSD,long,0.7000000000000001,1.02014,1.01895,2022-08-15T08:22:00,2022-08-15 10:15:00,-83.30000000000172,0.0,-86.30000000000172,3.0,0.0,1.0190000000000001,1.0233599999999994,loss,sl,ORB,0,113.0,-104385.96491229028,,2022-08
853968cf-51be-4bcb-b590-e4835aad7b45,EURUSD,long,0.7000000000000001,1.01366,1.0166499999999994,2022-08-16T08:20:00,2022-08-16 09:45:00,209.29999999995678,0.0,206.29999999995678,3.0,0.0,1.01258,1.0166999999999995,win,tp,ORB,0,85.0,276851.8518518024,,2022-08
b4d93146-170a-4d9c-939f-2a4d8a470c9c,EURUSD,short,1.0,0.99607,0.99695,2022-08-24T14:57:00,2022-08-24 15:14:00,-87.99999999999919,0.0,-90.99999999999919,3.0,0.0,0.9969,0.99378,loss,sl,ORB,0,17.0,-106024.09638554152,,2022-08
78544fda-83ba-41c2-9897-ecc8117f0e9f,EURUSD,short,1.0,0.99629,0.99405,2022-08-26T14:56:00,2022-08-28 19:21:00,224.000000000002,0.0,221.000000000002,3.0,0.0,0.99712,0.994,win,tp,ORB,0,3145.0,269879.5180722924,,2022-08
f5224926-072d-4a5f-b8fd-ddd42b26f348,EURUSD,short,0.9,1.00185,1.00285,2022-08-30T14:47:00,2022-08-30 15:05:00,-90.00000000001008,0.0,-93.00000000001008,3.0,0.0,1.0028,0.9992000000000003,loss,sl,ORB,0,18.0,-105263.15789474791,,2022-08
79460b82-70b5-4cec-abd6-02b15e2b018d,EURUSD,short,0.9,0.99242,0.9899099999999998,2022-09-06T08:11:00,2022-09-06 09:02:00,225.9000000000111,0.0,222.9000000000111,3.0,0.0,0.99334,0.9898599999999999,win,tp,ORB,0,51.0,272826.0869565257,,2022-09
7c544ac4-e22f-41c4-933c-37175a8347b5,EURUSD,short,0.9,1.0039399999999998,1.00489,2022-09-09T14:42:00,2022-09-09 15:41:00,-85.50000000002056,0.0,-88.50000000002056,3.0,0.0,1.00484,1.0014399999999999,loss,sl,ORB,0,59.0,-105555.55555556652,,2022-09
35608ef6-1b78-4120-8afb-65e47d43d1ff,EURUSD,long,0.9,1.0149000000000001,1.01395,2022-09-12T08:10:00,2022-09-12 08:29:00,-85.50000000002056,0.0,-88.50000000002056,3.0,0.0,1.014,1.0174,loss,sl,ORB,0,19.0,-105555.55555556652,,2022-09
05fef48e-3c8c-4c38-b837-a7511ab398c3,EURUSD,short,0.8,1.017,1.0140700000000002,2022-09-13T08:21:00,2022-09-13 08:30:00,234.3999999999724,0.0,231.3999999999724,3.0,0.0,1.01806,1.0140200000000001,win,tp,ORB,0,9.0,276415.0943395742,,2022-09
d887a3f0-fbb1-4190-b539-68128282a663,EURUSD,short,1.0,0.99834,0.9960699999999998,2022-09-13T14:43:00,2022-09-13 18:07:00,227.00000000002163,0.0,224.00000000002163,3.0,0.0,0.9991800000000001,0.9960199999999998,win,tp,ORB,0,204.0,270238.09523810074,,2022-09
d594795d-52d9-483b-8da3-2eaa5a988638,EURUSD,short,1.0,0.99883,0.99978,2022-09-14T08:23:00,2022-09-14 08:30:00,-95.00000000000064,0.0,-98.00000000000064,3.0,0.0,0.99973,0.9963299999999999,loss,sl,ORB,0,7.0,-105555.55555555486,,2022-09
a5811289-6035-4635-9ed6-f137f2eb86ba,EURUSD,short,1.0,0.9953,0.99622,2022-09-16T08:14:00,2022-09-16 08:18:00,-92.00000000000318,0.0,-95.00000000000318,3.0,0.0,0.99617,0.9928899999999998,loss,sl,ORB,0,4.0,-105747.12643678072,,2022-09
7d7be5d3-a9a1-44a9-8728-99b8695433c9,EURUSD,long,0.9,1.00076,0.9997799999999999,2022-09-16T14:51:00,2022-09-18 22:17:00,-88.20000000001826,0.0,-91.20000000001826,3.0,0.0,0.9998299999999999,1.0033500000000002,loss,sl,ORB,0,3326.0,-105376.3440860197,,2022-09
3ab2884d-2b02-4005-a7df-5342e502e824,EURUSD,long,0.6000000000000001,0.99915,0.99779,2022-09-19T08:20:00,2022-09-19 09:29:00,-81.60000000000169,0.0,-84.60000000000169,3.0,0.0,0.99784,1.0028800000000002,loss,sl,ORB,0,69.0,-103816.79389312926,,2022-09
0306b26f-c422-4db7-8fb7-7674d9cab5db,EURUSD,long,1.0,1.0011100000000002,1.0034099999999997,2022-09-19T14:55:00,2022-09-19 20:01:00,229.99999999995248,0.0,226.99999999995248,3.0,0.0,1.0002600000000001,1.0034599999999998,win,tp,ORB,0,306.0,270588.2352940562,,2022-09
da2702e7-c279-41a2-a52e-41e605205418,EURUSD,long,0.9,0.97372,0.9727399999999999,2022-09-28T14:38:00,2022-09-28 15:26:00,-88.20000000000827,0.0,-91.20000000000827,3.0,0.0,0.9727899999999999,0.9763100000000003,loss,sl,ORB,0,48.0,-105376.34408602036,,2022-09
c11b1b69-a908-4052-bfb3-fc689f8c26ff,EURUSD,short,0.8,0.97032,0.97145,2022-09-29T08:19:00,2022-09-29 08:22:00,-90.40000000000603,0.0,-93.40000000000603,3.0,0.0,0.9714,0.9672799999999997,loss,sl,ORB,0,3.0,-104629.62962962876,,2022-09
51a9a049-6ae6-4b15-a1ca-3d8683629e6e,EURUSD,long,0.8,0.97928,0.9821200000000003,2022-09-29T14:45:00,2022-09-29 17:04:00,227.20000000002292,0.0,224.20000000002292,3.0,0.0,0.97825,0.9821700000000003,win,tp,ORB,0,139.0,275728.15533981053,,2022-09
1bd1aa58-6603-4848-a66e-ad0994832c8a,EURUSD,long,1.0,0.99843,0.9974799999999999,2022-10-04T14:44:00,2022-10-04 20:34:00,-95.00000000001174,0.0,-98.00000000001174,3.0,0.0,0.9975299999999999,1.0009300000000003,loss,sl,ORB,0,350.0,-105555.55555555418,,2022-10
7d6a0c4c-2e90-413f-b96a-dd479e15de98,EURUSD,long,0.8,0.98859,0.9874499999999999,2022-10-05T14:41:00,2022-10-05 17:05:00,-91.20000000000239,0.0,-94.20000000000239,3.0,0.0,0.9874999999999999,0.9916600000000001,loss,sl,ORB,0,144.0,-104587.1559633021,,2022-10
527a6c60-f0d2-4c62-9f2d-ed3960420886,EURUSD,long,0.9,0.97946,0.97842,2022-10-07T08:22:00,2022-10-07 08:30:00,-93.60000000000369,0.0,-96.60000000000369,3.0,0.0,0.97847,0.9822300000000002,loss,sl,ORB,0,8.0,-105050.50505050426,,2022-10
